candidate_id,source,license,source_category,difficulty,prompt_en,option_a_en,option_b_en,option_c_en,option_d_en,correct_option,translation_status,editorial_status
opentdb_remaining_0518,Open Trivia Database API,CC BY-SA 4.0,Sports,medium,Which team was the 2015-2016 NBA Champions?,Cleveland Cavaliers,Golden State Warriors,Toronto Raptors,Oklahoma City Thunders,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0519,Open Trivia Database API,CC BY-SA 4.0,Sports,medium,Who has played the most tournaments on the Brazilian national soccer team?,Cafu,Ronaldo,Kaká,Roberto Carlos,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0520,Open Trivia Database API,CC BY-SA 4.0,Sports,easy,Which team has won the most Stanley Cups in the NHL?,Montreal Canadians,Chicago Blackhawks,Toronto Maple Leafs,Detroit Red Wings,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0521,Open Trivia Database API,CC BY-SA 4.0,Sports,easy,"What is the name of the ""tool"" used to hit the white ball in snooker or billiards?",Cue,Racquet,Bat,Mallet,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0522,Open Trivia Database API,CC BY-SA 4.0,Sports,easy,The UEFA Champions League is an annual club football competition featuring clubs from which continent?,Europe,South America,Africa,Asia,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0523,Open Trivia Database API,CC BY-SA 4.0,Sports,easy,What team won the 2016 MLS Cup?,Seattle Sounders,Colorado Rapids,Toronto FC,Montreal Impact,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0524,Open Trivia Database API,CC BY-SA 4.0,Sports,hard,Who is Manchester United's leading appearance maker?,Ryan Giggs,David Beckham,Wayne Rooney,Eric Cantona,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0525,Open Trivia Database API,CC BY-SA 4.0,Sports,hard,Etihad Stadium is the home stadium for which team?,Manchester City,Manchester United,Arsenal,Blackpool,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0526,Open Trivia Database API,CC BY-SA 4.0,Celebrities,medium,What was the name of Marilyn Monroe's first husband?,James Dougherty,Joe Dimaggio,Kirk Douglas,Arthur Miller,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0527,Open Trivia Database API,CC BY-SA 4.0,Celebrities,hard,The eccentric natural philosopher Tycho Brahe kept what as a pet?,Moose,Dog,Bear,Goat,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0528,Open Trivia Database API,CC BY-SA 4.0,Celebrities,medium,What is generally considered to be William Shakespeare's birth date?,"April 23rd, 1564","July 4th, 1409","September 29th, 1699","December 1st, 1750",A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0529,Open Trivia Database API,CC BY-SA 4.0,Celebrities,medium,Which famous New York Yankees outfielder did Marilyn Monroe marry?,Joe DiMaggio,Tino Martinez,Babe Ruth,Mason Williams,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0530,Open Trivia Database API,CC BY-SA 4.0,Celebrities,easy,What was the cause of Marilyn Monroes suicide?,Drug Overdose,Knife Attack,House Fire,Gunshot,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0531,Open Trivia Database API,CC BY-SA 4.0,Celebrities,medium,When was Elvis Presley born?,"January 8, 1935","December 13, 1931","July 18, 1940","April 17, 1938",A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0532,Open Trivia Database API,CC BY-SA 4.0,Celebrities,medium,What caused Jake Lloyd who played Anakin Skywalker in The Phantom Menace to quit acting?,Bullying,Criminal Record,Nomination for Worst Actor,Racism,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0533,Open Trivia Database API,CC BY-SA 4.0,Celebrities,medium,"In what year did ""Bob Ross"" die?",1995,1986,1989,1997,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0534,Open Trivia Database API,CC BY-SA 4.0,Celebrities,medium,Paul McCartney has always used his middle name. What is his real first name? ,James,John,Jack,Justin,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0535,Open Trivia Database API,CC BY-SA 4.0,Celebrities,easy,What was James Coburn's last film role before his death?,American Gun,Monsters Inc,Texas Rangers,Snow Dogs,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0536,Open Trivia Database API,CC BY-SA 4.0,Celebrities,medium,Which actress's real name was Frances Ethel Gumm?,Judy Garland,Doris Day,Julie Andrews,Marilyn Monroe,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0537,Open Trivia Database API,CC BY-SA 4.0,Celebrities,medium,"Nikki Diamond portrayed which Gladiator in the 1992 TV show ""Gladiators""?",Scorpio,Jet,Nightshade,Falcon,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0538,Open Trivia Database API,CC BY-SA 4.0,Celebrities,hard,"Which school in Surrey, England did Steve Backshall attend?",Collingwood College,Tomlinscote School,Kings International College,Lyndhurst School,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0539,Open Trivia Database API,CC BY-SA 4.0,Celebrities,medium,"Before voicing Pearl in Steven Universe, Deedee Magno Hall was part of which American band?",The Party,The Weather Girls,The Pussycat Dolls,The Cheetah Girls,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0540,Open Trivia Database API,CC BY-SA 4.0,Celebrities,medium,"If he was still alive, in what year would Elvis Presley celebrate his 100th birthday?",2035,2030,2040,2045,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0541,Open Trivia Database API,CC BY-SA 4.0,Celebrities,medium,Which of these people is NOT a part of the Internet comedy group Mega64?,Jon Jafari,Rocco Botte,Derrick Acosta,Shawn Chatfield,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0542,Open Trivia Database API,CC BY-SA 4.0,Celebrities,medium,What year was O.J. Simpson aquitted of his murder charges?,1995,1992,1996,1991,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0543,Open Trivia Database API,CC BY-SA 4.0,Celebrities,easy,What does film maker Dan Bell typically focus his films on?,Abandoned Buildings and Dead Malls,Historic Landmarks,Action Films,Documentaries ,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0544,Open Trivia Database API,CC BY-SA 4.0,Celebrities,medium,"Who is ""James Rolfe"" better known as?",The Angry Video Game Nerd,TotalBiscuit,PeanutButterGamer,PewDiePie,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0545,Open Trivia Database API,CC BY-SA 4.0,Celebrities,easy,Aubrey Graham is better known as,Drake,Travis Scott,Lil Wayne,2 Chainz,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0546,Open Trivia Database API,CC BY-SA 4.0,Celebrities,medium,Which television show has Dan Gheesling been on?,Big Brother,Jeopardy,Survivor,The Bachelor,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0547,Open Trivia Database API,CC BY-SA 4.0,Celebrities,hard,How tall is Tom Cruise?,5′ 7″,5′ 9″,5′ 4″,5′ 5″,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0548,Open Trivia Database API,CC BY-SA 4.0,Celebrities,medium,"How much weight did Chris Pratt lose for his role as Star-Lord in ""Guardians of the Galaxy""?",60 lbs,30 lbs,50 lbs,70 lbs,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0549,Open Trivia Database API,CC BY-SA 4.0,Celebrities,medium,Where was Kanye West born?,"Atlanta, Georgia","Chicago, Illinois","Los Angeles, California","Detroit, Michigan",A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0550,Open Trivia Database API,CC BY-SA 4.0,Celebrities,easy,Which celebrity announced his presidency in 2015?,Kanye West,Donald Trump,Leonardo DiCaprio,Miley Cyrus,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0551,Open Trivia Database API,CC BY-SA 4.0,Animals,easy,What color is a Steller's Jay?,blue and black,blue and grey,blue and white,grey and black,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0552,Open Trivia Database API,CC BY-SA 4.0,Animals,medium,What is the average lifespan of a domestic rabbit?,8-12 years,1-2 years,4-7 years,14-20 years,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0553,Open Trivia Database API,CC BY-SA 4.0,Animals,easy,What is the collective noun for a group of crows?,Murder,Pack,Gaggle,Herd,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0554,Open Trivia Database API,CC BY-SA 4.0,Animals,hard,What is the average amount of chinchillas born into a single litter?,2-3,10-15,5-8,15-18,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0555,Open Trivia Database API,CC BY-SA 4.0,Animals,medium,"What does ""hippopotamus"" mean and in what langauge?",River Horse (Greek),River Horse (Latin),Fat Pig (Greek),Fat Pig (Latin),A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0556,Open Trivia Database API,CC BY-SA 4.0,Animals,easy,Which of these animals are not real?,Nemean Lion,Sea Dragon,Tasmanian Devil,Giant Squid,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0557,Open Trivia Database API,CC BY-SA 4.0,Animals,medium,Which animal was part of an Russian domestication experiment in 1959?,Foxes,Pigeons,Bears,Alligators,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0558,Open Trivia Database API,CC BY-SA 4.0,Animals,easy,"By definition, where does an abyssopelagic animal live?",At the bottom of the ocean,In the desert,On top of a mountain,Inside a tree,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0559,Open Trivia Database API,CC BY-SA 4.0,Animals,easy,What is the name of a rabbit's abode?,Burrow,Nest,Den,Dray,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0560,Open Trivia Database API,CC BY-SA 4.0,Animals,medium,What is the common term for bovine spongiform encephalopathy (BSE)?,Mad Cow disease,Weil's disease,Milk fever,Foot-and-mouth disease,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0561,Open Trivia Database API,CC BY-SA 4.0,Animals,hard,Which species of Brown Bear is not extinct?,Syrian Brown Bear,California Grizzly Bear,Atlas Bear,Mexican Grizzly Bear,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0562,Open Trivia Database API,CC BY-SA 4.0,Animals,medium,What is the fastest animal?,Peregrine Falcon,Golden Eagle,Cheetah,Horsefly,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0563,Open Trivia Database API,CC BY-SA 4.0,Animals,medium,Which dog breed is named after a region in Croatia,Dalmatian,Pekingnese,Chihuahua ,Pomeranian,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0564,Open Trivia Database API,CC BY-SA 4.0,Animals,medium,"The now extinct species ""Thylacine"" was native to where?","Tasmania, Australia","Baluchistan, Pakistan","Wallachia, Romania","Oregon, United States",A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0565,Open Trivia Database API,CC BY-SA 4.0,Animals,easy,Which class of animals are newts members of?,Amphibian,Fish,Reptiles,Mammals,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0566,Open Trivia Database API,CC BY-SA 4.0,Animals,hard,What bird is born with claws on its wing digits?,Hoatzin,Cormorant,Cassowary,Secretary bird,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0567,Open Trivia Database API,CC BY-SA 4.0,Animals,medium,What are the scales on all snakes and most lizards are made of?,Keratin,Ecdysis,Epidermis,Ankyloglossia,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0568,Open Trivia Database API,CC BY-SA 4.0,Animals,easy,What is the fastest  land animal?,Cheetah,Lion,Thomson’s Gazelle,Pronghorn Antelope,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0569,Open Trivia Database API,CC BY-SA 4.0,Animals,medium,What are rhino's horn made of?,Keratin,Bone,Ivory,Skin,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0570,Open Trivia Database API,CC BY-SA 4.0,Animals,hard,How many known living species of hyenas are there?,4,8,2,6,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0571,Open Trivia Database API,CC BY-SA 4.0,Animals,hard,"Unlike on most salamanders, this part of a newt is flat?",Tail,Head,Teeth,Feet,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0572,Open Trivia Database API,CC BY-SA 4.0,Animals,easy,What is the scientific name for modern day humans?,Homo Sapiens,Homo Ergaster,Homo Erectus,Homo Neanderthalensis,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0573,Open Trivia Database API,CC BY-SA 4.0,Animals,easy,How many teeth does an adult rabbit have?,28,30,26,24,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0574,Open Trivia Database API,CC BY-SA 4.0,Animals,medium,About how much of their body weight in food do sea otters eat every day?,25%,10%,80%,45%,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0575,Open Trivia Database API,CC BY-SA 4.0,Animals,hard,What is the scientific name of the cheetah?,Acinonyx jubatus,Panthera onca,Lynx rufus,Felis catus,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0576,Open Trivia Database API,CC BY-SA 4.0,Animals,medium,What color/colour is a polar bear's skin?,Black,White,Pink,Green,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0577,Open Trivia Database API,CC BY-SA 4.0,Animals,hard,What is the scientific name of the Budgerigar?,Melopsittacus undulatus,Nymphicus hollandicus,Pyrrhura molinae,Ara macao,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0578,Open Trivia Database API,CC BY-SA 4.0,Animals,medium,What is the collective noun for rats?,Mischief,Pack,Race,Drift,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0579,Open Trivia Database API,CC BY-SA 4.0,Animals,easy,What do you call a baby bat?,Pup,Cub,Chick,Kid,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0580,Open Trivia Database API,CC BY-SA 4.0,Animals,medium,Cashmere is the wool from which kind of animal?,Goat,Sheep,Camel,Llama,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0581,Open Trivia Database API,CC BY-SA 4.0,Animals,easy,What colour is the female blackbird?,Brown,Black,White,Yellow,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0582,Open Trivia Database API,CC BY-SA 4.0,Animals,medium,"""Decapods"" are an order of ten-footed crustaceans.  Which of these are NOT decapods?",Krill,Lobsters,Shrimp,Crabs,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0583,Open Trivia Database API,CC BY-SA 4.0,Animals,hard,What is the collective noun for vultures?,Wake,Ambush,Building,Gaze,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0584,Open Trivia Database API,CC BY-SA 4.0,Animals,medium,Which of the following is true when alligators are behaving territorially?,They bellow while showing their tail and neck,Open their jaws while making a clicking noise,They run full force at the threat,Slap their tails on the ground,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0585,Open Trivia Database API,CC BY-SA 4.0,Animals,hard,What is the scientific name for the Bald Eagle?,Haliaeetus Leucocephalus ,Tyto Alba,Cyanocitta Cristata,Aquila Chrysaetos,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0586,Open Trivia Database API,CC BY-SA 4.0,Animals,easy,Wombats are native to which Country?,Australia,New Zealand,Papua New Guinea,Palau,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0587,Open Trivia Database API,CC BY-SA 4.0,Animals,easy,Hippocampus is the Latin name for which marine creature?,Seahorse,Dolphin,Whale,Octopus,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0588,Open Trivia Database API,CC BY-SA 4.0,Animals,medium,What is the collective noun for bears?,Sloth,Drove,Tribe,Husk,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0589,Open Trivia Database API,CC BY-SA 4.0,Animals,medium,"A carnivorous animal eats flesh, what does a nucivorous animal eat?",Nuts,Nothing,Fruit,Seaweed,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0590,Open Trivia Database API,CC BY-SA 4.0,Animals,medium,Which of these species is not extinct?,Komodo dragon,Japanese sea lion,Tasmanian tiger,Saudi gazelle,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0591,Open Trivia Database API,CC BY-SA 4.0,Animals,medium,What is the scientific name of the Common Chimpanzee?,Pan troglodytes,Gorilla gorilla,Pan paniscus,Panthera leo,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0592,Open Trivia Database API,CC BY-SA 4.0,Animals,medium,What type of animal is a natterjack?,Toad,Bird,Fish,Insect,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0593,Open Trivia Database API,CC BY-SA 4.0,Animals,hard,What was the name of the Ethiopian Wolf before they knew it was related to wolves?,Simien Jackel,Ethiopian Coyote,Amharic Fox,Canis Simiensis,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0594,Open Trivia Database API,CC BY-SA 4.0,Animals,easy,What is Grumpy Cat's real name?,Tardar Sauce,Sauce,Minnie,Broccoli,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0595,Open Trivia Database API,CC BY-SA 4.0,Animals,medium,"For what reason would a spotted hyena ""laugh""?",Nervousness,Excitement,Aggression,Exhaustion,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0596,Open Trivia Database API,CC BY-SA 4.0,Animals,hard,What is the Gray Wolf's scientific name?,Canis Lupus,Canis Aureus,Canis Latrans,Canis Lupus Lycaon,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0597,Open Trivia Database API,CC BY-SA 4.0,Animals,medium,What is the world's longest venomous snake?,King Cobra,Green Anaconda,Inland Taipan,Yellow Bellied Sea Snake,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0598,Open Trivia Database API,CC BY-SA 4.0,Animals,medium,"The dish Fugu, is made from what family of fish?",Pufferfish,Bass,Salmon,Mackerel,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0599,Open Trivia Database API,CC BY-SA 4.0,Animals,hard,Chronic Wasting Disease (CWD) exclusively infects members of which family of animals?,Cervids,Hominids,Felids,Canids,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0600,Open Trivia Database API,CC BY-SA 4.0,Animals,medium,What is the name of the family that the domestic cat is a member of?,Felidae,Felinae,Felis,Cat,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0601,Open Trivia Database API,CC BY-SA 4.0,Vehicles,easy,Which of the following collision avoidance systems helps airplanes avoid colliding with each other?,TCAS,GPWS,OCAS,TAWS,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0602,Open Trivia Database API,CC BY-SA 4.0,Vehicles,medium,When was Cadillac founded?,1902,1964,1898,1985,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0603,Open Trivia Database API,CC BY-SA 4.0,Vehicles,medium,Which of the following car models has been badge-engineered (rebadged) the most?,Isuzu Trooper,Holden Monaro,Suzuki Swift,Chevy Camaro,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0604,Open Trivia Database API,CC BY-SA 4.0,Vehicles,easy,What is the name of Nissan's most popular electric car?,Leaf,Tree,Deer,Roots,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0605,Open Trivia Database API,CC BY-SA 4.0,Vehicles,hard,Volkswagen's legendary VR6 engine has cylinders positioned at what degree angle?,15 Degree,30 Degree,45 Degree,90 Degree,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0606,Open Trivia Database API,CC BY-SA 4.0,Vehicles,easy,"Which car tire manufacturer is famous for its ""P Zero"" line?",Pirelli,Goodyear,Bridgestone,Michelin,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0607,Open Trivia Database API,CC BY-SA 4.0,Vehicles,medium,Which of the following is NOT a Russian car manufacturer?,BYD,Silant,Dragon,GAZ,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0608,Open Trivia Database API,CC BY-SA 4.0,Vehicles,medium,Which of the following vehicles featured a full glass roof at base model?,Renault Avantime,Chevy Volt,Mercedes-Benz A-Class,Honda Odyssey,A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
opentdb_remaining_0609,Open Trivia Database API,CC BY-SA 4.0,Vehicles,hard,How much horsepower is produced by the SD40-2 Locomotive?,"3,000","3,200","2,578","2,190",A,NOT_TRANSLATED,SOURCE_CANDIDATE_ONLY
